primary_city,state,county
Wichita Falls,TX,Wichita
Sheppard AFB,TX,Wichita
Archer City,TX,Archer
Bluegrove,TX,Clay
Burkburnett,TX,Wichita
Byers,TX,Clay
Electra,TX,Wichita
Goree,TX,Knox
Harrold,TX,Wilbarger
Henrietta,TX,Clay
Holliday,TX,Archer
Iowa Park,TX,Wichita
Kamay,TX,Wichita
Megargel,TX,Archer
Munday,TX,Knox
Newcastle,TX,Young
Oklaunion,TX,Wilbarger
Olney,TX,Young
Petrolia,TX,Clay
Scotland,TX,Archer
Seymour,TX,Baylor
Vernon,TX,Wilbarger
Weinert,TX,Haskell
Windthorst,TX,Archer
Stephenville,TX,Erath
Breckenridge,TX,Stephens
Bridgeport,TX,Wise
Bryson,TX,Jack
Caddo,TX,Stephens
Albany,TX,Shackelford
Chico,TX,Wise
Blanket,TX,Brown
Bluff Dale,TX,Erath
Carbon,TX,Eastland
Carlton,TX,Hamilton
Cisco,TX,Eastland
Dennis,TX,Parker
Comanche,TX,Comanche
Cross Plains,TX,Callahan
De Leon,TX,Comanche
Desdemona,TX,Eastland
Dublin,TX,Erath
Eastland,TX,Eastland
Graford,TX,Palo Pinto
Graham,TX,Young
Energy,TX,Comanche
Gordon,TX,Palo Pinto
Gorman,TX,Eastland
Gustine,TX,Comanche
Hico,TX,Hamilton
Jacksboro,TX,Jack
Jermyn,TX,Jack
Loving,TX,Young
Lingleville,TX,Erath
Lipan,TX,Hood
Mingus,TX,Palo Pinto
Moran,TX,Shackelford
Morgan Mill,TX,Erath
Olden,TX,Eastland
Paluxy,TX,Hood
Proctor,TX,Comanche
Putnam,TX,Callahan
Ranger,TX,Eastland
Rising Star,TX,Eastland
Santo,TX,Palo Pinto
Sidney,TX,Comanche
Strawn,TX,Palo Pinto
Tolar,TX,Hood
South Bend,TX,Young
Throckmorton,TX,Throckmorton
Palo Pinto,TX,Palo Pinto
Peaster,TX,Parker
Perrin,TX,Jack
Poolville,TX,Parker
Whitt,TX,Parker
Woodson,TX,Throckmorton
Temple,TX,Bell
Bartlett,TX,Williamson
Belton,TX,Bell
Buckholts,TX,Milam
Burlington,TX,Bell
Cameron,TX,Milam
Copperas Cove,TX,Coryell
Davilla,TX,Milam
Eddy,TX,McLennan
Evant,TX,Coryell
Flat,TX,Coryell
Florence,TX,Williamson
Gatesville,TX,Coryell
Granger,TX,Williamson
Hamilton,TX,Hamilton
Heidenheimer,TX,Bell
Holland,TX,Bell
Jarrell,TX,Williamson
Jonesboro,TX,Coryell
Kempner,TX,Lampasas
Killeen,TX,Bell
Fort Hood,TX,Coryell
Harker Heights,TX,Bell
Lampasas,TX,Lampasas
Little River Academy,TX,Bell
Milano,TX,Milam
Moody,TX,McLennan
Mound,TX,Coryell
Nolanville,TX,Bell
Oglesby,TX,Coryell
Pendleton,TX,Bell
Pottsville,TX,Hamilton
Purmela,TX,Coryell
Rockdale,TX,Milam
Rogers,TX,Bell
Rosebud,TX,Falls
Salado,TX,Bell
Schwertner,TX,Williamson
Taylor,TX,Williamson
Thorndale,TX,Milam
Thrall,TX,Williamson
Troy,TX,Bell
Abbott,TX,Hill
Aquilla,TX,Hill
Avalon,TX,Ellis
Axtell,TX,McLennan
Blooming Grove,TX,Navarro
Blum,TX,Hill
Brandon,TX,Hill
Bremond,TX,Robertson
Bruceville,TX,McLennan
Bynum,TX,Hill
Chilton,TX,Falls
China Spring,TX,McLennan
Clifton,TX,Bosque
Coolidge,TX,Limestone
Covington,TX,Hill
Cranfills Gap,TX,Bosque
Crawford,TX,McLennan
Dawson,TX,Navarro
Elm Mott,TX,McLennan
Frost,TX,Navarro
Groesbeck,TX,Limestone
Hewitt,TX,McLennan
Laguna Park,TX,Bosque
Hillsboro,TX,Hill
Hubbard,TX,Hill
Iredell,TX,Bosque
Irene,TX,Hill
Italy,TX,Ellis
Kopperl,TX,Bosque
Kosse,TX,Limestone
Leroy,TX,McLennan
Lorena,TX,McLennan
Lott,TX,Falls
Mc Gregor,TX,McLennan
Malone,TX,Hill
Marlin,TX,Falls
Mart,TX,McLennan
Meridian,TX,Bosque
Mertens,TX,Hill
Mexia,TX,Limestone
Milford,TX,Ellis
Morgan,TX,Bosque
Mount Calm,TX,Hill
Penelope,TX,Hill
Prairie Hill,TX,Limestone
Purdon,TX,Navarro
Reagan,TX,Falls
Richland,TX,Navarro
Riesel,TX,McLennan
Ross,TX,McLennan
Satin,TX,Falls
Tehuacana,TX,Limestone
Thornton,TX,Limestone
Valley Mills,TX,Bosque
Walnut Springs,TX,Bosque
West,TX,McLennan
Whitney,TX,Hill
Wortham,TX,Freestone
Waco,TX,McLennan
Woodway,TX,McLennan
Brownwood,TX,Brown
Early,TX,Brown
Art,TX,Mason
Ballinger,TX,Runnels
Bangs,TX,Brown
Bend,TX,San Saba
Brady,TX,McCulloch
Brookesmith,TX,Brown
Burkett,TX,Coleman
Castell,TX,Llano
Cherokee,TX,San Saba
Coleman,TX,Coleman
Doole,TX,McCulloch
Eden,TX,Concho
Fort Mc Kavett,TX,Menard
Fredonia,TX,Mason
Goldthwaite,TX,Mills
Gouldbusk,TX,Coleman
Hext,TX,Menard
Junction,TX,Kimble
Lohn,TX,McCulloch
Lometa,TX,Lampasas
London,TX,Kimble
Lowake,TX,Concho
Mason,TX,Mason
May,TX,Brown
Melvin,TX,McCulloch
Menard,TX,Menard
Miles,TX,Runnels
Millersview,TX,Concho
Mullin,TX,Mills
Norton,TX,Runnels
Paint Rock,TX,Concho
Pontotoc,TX,Mason
Priddy,TX,Mills
Richland Springs,TX,San Saba
Rochelle,TX,McCulloch
Rockwood,TX,Coleman
Roosevelt,TX,Sutton
Rowena,TX,Runnels
San Saba,TX,San Saba
Santa Anna,TX,Coleman
Star,TX,Mills
Talpa,TX,Coleman
Telegraph,TX,Kimble
Valera,TX,Coleman
Valley Spring,TX,Llano
Veribest,TX,Tom Green
Voca,TX,McCulloch
Voss,TX,Coleman
Zephyr,TX,Brown
San Angelo,TX,Tom Green
Goodfellow AFB,TX,Tom Green
Barnhart,TX,Irion
Big Lake,TX,Reagan
Bronte,TX,Coke
Carlsbad,TX,Tom Green
Christoval,TX,Tom Green
Eldorado,TX,Schleicher
Eola,TX,Tom Green
Knickerbocker,TX,Tom Green
Mereta,TX,Tom Green
Mertzon,TX,Irion
Ozona,TX,Crockett
Robert Lee,TX,Coke
Silver,TX,Coke
Sonora,TX,Sutton
Sterling City,TX,Sterling
Tennyson,TX,Coke
Vancourt,TX,Tom Green
Wall,TX,Tom Green
Water Valley,TX,Tom Green
Houston,TX,Harris
Conroe,TX,Montgomery
North Houston,TX,Harris
Montgomery,TX,Montgomery
Willis,TX,Montgomery
Huntsville,TX,Walker
Kingwood,TX,Harris
Ace,TX,Polk
Cleveland,TX,Liberty
Coldspring,TX,San Jacinto
Dallardsville,TX,Polk
Dobbin,TX,Montgomery
Dodge,TX,Walker
Goodrich,TX,Polk
Huffman,TX,Harris
Hufsmith,TX,Harris
Humble,TX,Harris
Leggett,TX,Polk
Livingston,TX,Polk
Magnolia,TX,Montgomery
New Caney,TX,Montgomery
New Waverly,TX,Walker
Oakhurst,TX,San Jacinto
Onalaska,TX,Polk
Pinehurst,TX,Montgomery
Plantersville,TX,Grimes
Pointblank,TX,San Jacinto
Porter,TX,Montgomery
Riverside,TX,Walker
Romayor,TX,Liberty
Rye,TX,Liberty
Shepherd,TX,San Jacinto
Splendora,TX,Montgomery
Spring,TX,Harris
Thicket,TX,Hardin
Tomball,TX,Harris
Votaw,TX,Hardin
Bellaire,TX,Harris
Bay City,TX,Matagorda
Richmond,TX,Fort Bend
Cypress,TX,Harris
Alief,TX,Harris
Altair,TX,Colorado
Barker,TX,Harris
Cedar Lane,TX,Matagorda
Beasley,TX,Fort Bend
Bellville,TX,Austin
Blessing,TX,Matagorda
Boling,TX,Wharton
Brazoria,TX,Brazoria
Brookshire,TX,Waller
Chappell Hill,TX,Washington
Collegeport,TX,Matagorda
Damon,TX,Brazoria
Danciger,TX,Brazoria
Danevang,TX,Wharton
Eagle Lake,TX,Colorado
East Bernard,TX,Wharton
Egypt,TX,Wharton
El Campo,TX,Wharton
Elmaton,TX,Matagorda
Fulshear,TX,Fort Bend
Garwood,TX,Colorado
Glen Flora,TX,Wharton
Guy,TX,Fort Bend
Hempstead,TX,Waller
Prairie View,TX,Waller
Hockley,TX,Harris
Hungerford,TX,Wharton
Katy,TX,Harris
Kendleton,TX,Fort Bend
Kenney,TX,Austin
Lane City,TX,Wharton
Lissie,TX,Wharton
Louise,TX,Wharton
Markham,TX,Matagorda
Matagorda,TX,Matagorda
Midfield,TX,Matagorda
Missouri City,TX,Fort Bend
Nada,TX,Colorado
Needville,TX,Fort Bend
Old Ocean,TX,Brazoria
Orchard,TX,Fort Bend
Palacios,TX,Matagorda
Pattison,TX,Waller
Pierce,TX,Wharton
Pledger,TX,Matagorda
Rock Island,TX,Colorado
Rosenberg,TX,Fort Bend
San Felipe,TX,Austin
Sealy,TX,Austin
Sheridan,TX,Colorado
Simonton,TX,Fort Bend
Stafford,TX,Fort Bend
Sugar Land,TX,Fort Bend
Sweeny,TX,Brazoria
Thompsons,TX,Fort Bend
Van Vleck,TX,Matagorda
Wadsworth,TX,Matagorda
Waller,TX,Waller
Wallis,TX,Austin
West Columbia,TX,Brazoria
Wharton,TX,Wharton
Pasadena,TX,Harris
Santa Fe,TX,Galveston
Alvin,TX,Brazoria
Anahuac,TX,Chambers
Angleton,TX,Brazoria
Bacliff,TX,Galveston
Batson,TX,Hardin
Baytown,TX,Harris
Channelview,TX,Harris
Clute,TX,Brazoria
Crosby,TX,Harris
Daisetta,TX,Liberty
Danbury,TX,Brazoria
Dayton,TX,Liberty
Deer Park,TX,Harris
Devers,TX,Liberty
Dickinson,TX,Galveston
Freeport,TX,Brazoria
Fresno,TX,Fort Bend
Friendswood,TX,Galveston
Galena Park,TX,Harris
Galveston,TX,Galveston
Hankamer,TX,Chambers
Hardin,TX,Liberty
Highlands,TX,Harris
Hitchcock,TX,Galveston
Hull,TX,Liberty
Kemah,TX,Galveston
Lake Jackson,TX,Brazoria
La Marque,TX,Galveston
La Porte,TX,Harris
League City,TX,Galveston
Liberty,TX,Liberty
Liverpool,TX,Brazoria
Manvel,TX,Brazoria
Mont Belvieu,TX,Chambers
Pearland,TX,Brazoria
Raywood,TX,Liberty
Rosharon,TX,Brazoria
Saratoga,TX,Hardin
Seabrook,TX,Harris
South Houston,TX,Harris
Texas City,TX,Galveston
Wallisville,TX,Chambers
Webster,TX,Harris
Bridge City,TX,Orange
Buna,TX,Jasper
China,TX,Jefferson
Deweyville,TX,Newton
Evadale,TX,Jasper
Fred,TX,Tyler
Gilchrist,TX,Galveston
Groves,TX,Jefferson
Hamshire,TX,Jefferson
High Island,TX,Galveston
Hillister,TX,Tyler
Kountze,TX,Hardin
Mauriceville,TX,Orange
Nederland,TX,Jefferson
Nome,TX,Jefferson
Orange,TX,Orange
Orangefield,TX,Orange
Port Arthur,TX,Jefferson
Port Bolivar,TX,Galveston
Port Neches,TX,Jefferson
Sabine Pass,TX,Jefferson
Silsbee,TX,Hardin
Lumberton,TX,Hardin
Sour Lake,TX,Hardin
Spurger,TX,Tyler
Stowell,TX,Chambers
Vidor,TX,Orange
Village Mills,TX,Hardin
Warren,TX,Tyler
Winnie,TX,Chambers
Beaumont,TX,Jefferson
Bryan,TX,Brazos
Anderson,TX,Grimes
Bedias,TX,Grimes
Brenham,TX,Washington
Burton,TX,Washington
Caldwell,TX,Burleson
Calvert,TX,Robertson
Chriesman,TX,Burleson
College Station,TX,Brazos
Concord,TX,Leon
Deanville,TX,Burleson
Dime Box,TX,Lee
Flynn,TX,Leon
Franklin,TX,Robertson
Gause,TX,Milam
Hearne,TX,Robertson
Iola,TX,Grimes
Kurten,TX,Brazos
Lyons,TX,Burleson
Madisonville,TX,Madison
Marquez,TX,Leon
Millican,TX,Brazos
Mumford,TX,Robertson
Navasota,TX,Grimes
New Baden,TX,Robertson
Normangee,TX,Leon
North Zulch,TX,Madison
Richards,TX,Grimes
Roans Prairie,TX,Grimes
Shiro,TX,Grimes
Snook,TX,Burleson
Somerville,TX,Burleson
Washington,TX,Washington
Wellborn,TX,Brazos
Wheelock,TX,Robertson
Victoria,TX,Victoria
Austwell,TX,Refugio
Bloomington,TX,Victoria
Cuero,TX,DeWitt
Edna,TX,Jackson
Fannin,TX,Goliad
Francitas,TX,Jackson
Ganado,TX,Jackson
Goliad,TX,Goliad
Hallettsville,TX,Lavaca
Hochheim,TX,De Witt
Inez,TX,Victoria
La Salle,TX,Jackson
La Ward,TX,Jackson
Lolita,TX,Jackson
Mcfaddin,TX,Victoria
Meyersville,TX,Victoria
Moulton,TX,Lavaca
Nursery,TX,Victoria
Placedo,TX,Victoria
Point Comfort,TX,Calhoun
Port Lavaca,TX,Calhoun
Port O Connor,TX,Calhoun
Seadrift,TX,Calhoun
Shiner,TX,Lavaca
Sublime,TX,Lavaca
Sweet Home,TX,Lavaca
Telferner,TX,Victoria
Thomaston,TX,De Witt
Tivoli,TX,Refugio
Vanderbilt,TX,Jackson
Weesatche,TX,Goliad
Westhoff,TX,DeWitt
Yoakum,TX,Lavaca
Artesia Wells,TX,La Salle
Atascosa,TX,Bexar
Bandera,TX,Bandera
Bergheim,TX,Kendall
Bigfoot,TX,Frio
Boerne,TX,Kendall
Calliham,TX,McMullen
Campbellton,TX,Atascosa
Castroville,TX,Medina
Center Point,TX,Kerr
Charlotte,TX,Atascosa
Christine,TX,Atascosa
Comfort,TX,Kendall
Cotulla,TX,La Salle
Devine,TX,Medina
Dilley,TX,Frio
Encinal,TX,La Salle
Fowlerton,TX,La Salle
George West,TX,Live Oak
Helotes,TX,Bexar
Hunt,TX,Kerr
Ingram,TX,Kerr
Jourdanton,TX,Atascosa
Kendalia,TX,Kendall
Kerrville,TX,Kerr
La Coste,TX,Medina
Laredo,TX,Webb
Leming,TX,Atascosa
Lytle,TX,Atascosa
Macdona,TX,Bexar
Medina,TX,Bandera
Mico,TX,Medina
Moore,TX,Frio
Mountain Home,TX,Kerr
Natalia,TX,Medina
Oakville,TX,Live Oak
Pearsall,TX,Frio
Peggy,TX,Atascosa
Pipe Creek,TX,Bandera
Pleasanton,TX,Atascosa
Poteet,TX,Atascosa
Rio Medina,TX,Medina
San Ygnacio,TX,Zapata
Somerset,TX,Atascosa
Spring Branch,TX,Comal
Three Rivers,TX,Live Oak
Tilden,TX,McMullen
Von Ormy,TX,Bexar
Waring,TX,Kendall
Whitsett,TX,Live Oak
Zapata,TX,Zapata
Adkins,TX,Wilson
Beeville,TX,Bee
Berclair,TX,Goliad
Cibolo,TX,Guadalupe
Converse,TX,Bexar
Ecleto,TX,Karnes
Elmendorf,TX,Bexar
Falls City,TX,Wilson
Floresville,TX,Wilson
Geronimo,TX,Guadalupe
Gillett,TX,Karnes
Hobson,TX,Karnes
Karnes City,TX,Karnes
Kenedy,TX,Karnes
La Vernia,TX,Wilson
Leesville,TX,Gonzales
Mc Queeney,TX,Guadalupe
Marion,TX,Guadalupe
Mineral,TX,Bee
New Braunfels,TX,Comal
Canyon Lake,TX,Comal
Nixon,TX,Gonzales
Nordheim,TX,DeWitt
Normanna,TX,Bee
Pandora,TX,Wilson
Panna Maria,TX,Karnes
Pawnee,TX,Bee
Pettus,TX,Bee
Poth,TX,Wilson
Universal City,TX,Bexar
Jbsa Randolph,TX,Bexar
Runge,TX,Karnes
Saint Hedwig,TX,Bexar
Schertz,TX,Guadalupe
Seguin,TX,Guadalupe
Smiley,TX,Gonzales
Stockdale,TX,Wilson
Sutherland Springs,TX,Wilson
Tuleta,TX,Bee
Bulverde,TX,Comal
Yorktown,TX,DeWitt
San Antonio,TX,Bexar
Jbsa Ft Sam Houston,TX,Bexar
Jbsa Lackland,TX,Bexar
Agua Dulce,TX,Nueces
Alice,TX,Jim Wells
Aransas Pass,TX,Nueces
Armstrong,TX,Kenedy
Banquete,TX,Nueces
Bayside,TX,Refugio
Benavides,TX,Duval
Ben Bolt,TX,Jim Wells
Bishop,TX,Nueces
Bruni,TX,Webb
Chapman Ranch,TX,Nueces
Concepcion,TX,Duval
Dinero,TX,Live Oak
Driscoll,TX,Nueces
Edroy,TX,San Patricio
Encino,TX,Brooks
Falfurrias,TX,Brooks
Freer,TX,Duval
Fulton,TX,Aransas
Gregory,TX,San Patricio
Guerra,TX,Jim Hogg
Hebbronville,TX,Jim Hogg
Ingleside,TX,San Patricio
Kingsville,TX,Kleberg
Mathis,TX,San Patricio
Mirando City,TX,Webb
Odem,TX,San Patricio
Oilton,TX,Webb
Orange Grove,TX,Jim Wells
Port Aransas,TX,Nueces
Portland,TX,San Patricio
Premont,TX,Jim Wells
Realitos,TX,Duval
Refugio,TX,Refugio
Riviera,TX,Kleberg
Robstown,TX,Nueces
Rockport,TX,Aransas
Sandia,TX,Jim Wells
San Diego,TX,Duval
Sarita,TX,Kenedy
Sinton,TX,San Patricio
Skidmore,TX,Bee
Taft,TX,San Patricio
Tynan,TX,Bee
Woodsboro,TX,Refugio
Corpus Christi,TX,Nueces
Mcallen,TX,Hidalgo
Alamo,TX,Hidalgo
Brownsville,TX,Cameron
Combes,TX,Cameron
Delmita,TX,Starr
Donna,TX,Hidalgo
Edcouch,TX,Hidalgo
Edinburg,TX,Hidalgo
Elsa,TX,Hidalgo
Falcon Heights,TX,Starr
Garciasville,TX,Starr
Grulla,TX,Starr
Hargill,TX,Hidalgo
Harlingen,TX,Cameron
Hidalgo,TX,Hidalgo
La Blanca,TX,Hidalgo
La Feria,TX,Cameron
La Joya,TX,Hidalgo
Lasara,TX,Willacy
La Villa,TX,Hidalgo
Linn,TX,Hidalgo
Lopeno,TX,Zapata
Los Ebanos,TX,Hidalgo
Los Fresnos,TX,Cameron
Los Indios,TX,Cameron
Lozano,TX,Cameron
Lyford,TX,Willacy
Mercedes,TX,Hidalgo
Mission,TX,Hidalgo
Olmito,TX,Cameron
Penitas,TX,Hidalgo
Pharr,TX,Hidalgo
Port Isabel,TX,Cameron
Progreso,TX,Hidalgo
Raymondville,TX,Willacy
Rio Grande City,TX,Starr
Rio Hondo,TX,Cameron
Roma,TX,Starr
Salineno,TX,Starr
San Benito,TX,Cameron
San Isidro,TX,Starr
San Juan,TX,Hidalgo
San Perlita,TX,Willacy
Santa Elena,TX,Starr
Santa Maria,TX,Cameron
Santa Rosa,TX,Cameron
Sebastian,TX,Willacy
Sullivan City,TX,Hidalgo
Weslaco,TX,Hidalgo
South Padre Island,TX,Cameron
Port Mansfield,TX,Willacy
Bastrop,TX,Bastrop
Belmont,TX,Gonzales
Bertram,TX,Burnet
Blanco,TX,Blanco
Bluffton,TX,Llano
Briggs,TX,Burnet
Buchanan Dam,TX,Llano
Buda,TX,Hays
Burnet,TX,Burnet
Cedar Creek,TX,Bastrop
Cedar Park,TX,Williamson
Cost,TX,Gonzales
Coupland,TX,Travis
Dale,TX,Caldwell
Del Valle,TX,Travis
Doss,TX,Gillespie
Driftwood,TX,Hays
Dripping Springs,TX,Hays
Elgin,TX,Bastrop
Fentress,TX,Caldwell
Fischer,TX,Comal
Fredericksburg,TX,Gillespie
Georgetown,TX,Williamson
Gonzales,TX,Gonzales
Harper,TX,Gillespie
Harwood,TX,Gonzales
Hutto,TX,Williamson
Hye,TX,Blanco
Johnson City,TX,Blanco
Kingsbury,TX,Guadalupe
Kingsland,TX,Llano
Kyle,TX,Hays
Leander,TX,Williamson
Liberty Hill,TX,Williamson
Llano,TX,Llano
Lockhart,TX,Caldwell
Luling,TX,Caldwell
Mc Dade,TX,Bastrop
Mc Neil,TX,Williamson
Manchaca,TX,Travis
Manor,TX,Travis
Marble Falls,TX,Burnet
Martindale,TX,Caldwell
Maxwell,TX,Caldwell
Horseshoe Bay,TX,Llano
Ottine,TX,Gonzales
Paige,TX,Bastrop
Pflugerville,TX,Travis
Prairie Lea,TX,Caldwell
Red Rock,TX,Bastrop
Round Mountain,TX,Blanco
Round Rock,TX,Williamson
San Marcos,TX,Hays
Spicewood,TX,Travis
Staples,TX,Guadalupe
Stonewall,TX,Gillespie
Tow,TX,Llano
Walburg,TX,Williamson
Weir,TX,Williamson
Willow City,TX,Gillespie
Wimberley,TX,Hays
Wrightsboro,TX,Gonzales
Uvalde,TX,Uvalde
Asherton,TX,Dimmit
Barksdale,TX,Edwards
Batesville,TX,Zavala
Big Wells,TX,Dimmit
Brackettville,TX,Kinney
Camp Wood,TX,Real
Carrizo Springs,TX,Dimmit
Catarina,TX,Dimmit
Comstock,TX,Val Verde
Concan,TX,Uvalde
Crystal City,TX,Zavala
Del Rio,TX,Val Verde
Laughlin AFB,TX,Val Verde
D Hanis,TX,Medina
Dryden,TX,Terrell
Eagle Pass,TX,Maverick
El Indio,TX,Maverick
Hondo,TX,Medina
Knippa,TX,Uvalde
Langtry,TX,Val Verde
La Pryor,TX,Zavala
Leakey,TX,Real
Quemado,TX,Maverick
Rio Frio,TX,Real
Rocksprings,TX,Edwards
Sabinal,TX,Uvalde
Tarpley,TX,Bandera
Utopia,TX,Uvalde
Vanderpool,TX,Bandera
Yancey,TX,Medina
Bleiblerville,TX,Austin
Carmine,TX,Fayette
Cat Spring,TX,Austin
Columbus,TX,Colorado
Alleyton,TX,Colorado
Ellinger,TX,Fayette
Fayetteville,TX,Fayette
Flatonia,TX,Fayette
Giddings,TX,Lee
Glidden,TX,Colorado
Industry,TX,Austin
La Grange,TX,Fayette
Ledbetter,TX,Lee
Lexington,TX,Lee
Lincoln,TX,Lee
Muldoon,TX,Fayette
New Ulm,TX,Austin
Oakland,TX,Colorado
Plum,TX,Fayette
Rosanky,TX,Bastrop
Round Top,TX,Fayette
Schulenburg,TX,Fayette
Smithville,TX,Bastrop
Waelder,TX,Gonzales
Warda,TX,Fayette
Warrenton,TX,Fayette
Weimar,TX,Colorado
West Point,TX,Fayette
Adrian,TX,Oldham
Alanreed,TX,Gray
Allison,TX,Wheeler
Booker,TX,Lipscomb
Borger,TX,Hutchinson
Bovina,TX,Parmer
Boys Ranch,TX,Potter
Briscoe,TX,Wheeler
Bushland,TX,Randall
Cactus,TX,Moore
Canadian,TX,Hemphill
Canyon,TX,Randall
Channing,TX,Hartley
Claude,TX,Armstrong
Cotton Center,TX,Hale
Dalhart,TX,Dallam
Darrouzett,TX,Lipscomb
Dawn,TX,Deaf Smith
Dimmitt,TX,Castro
Dumas,TX,Moore
Earth,TX,Lamb
Edmonson,TX,Hale
Farnsworth,TX,Ochiltree
Follett,TX,Lipscomb
Friona,TX,Parmer
Fritch,TX,Hutchinson
Groom,TX,Carson
Gruver,TX,Hansford
Hale Center,TX,Hale
Happy,TX,Swisher
Hart,TX,Castro
Hartley,TX,Hartley
Hereford,TX,Deaf Smith
Higgins,TX,Lipscomb
Kerrick,TX,Dallam
Kress,TX,Swisher
Lazbuddie,TX,Parmer
Lefors,TX,Gray
Lipscomb,TX,Lipscomb
Mclean,TX,Gray
Masterson,TX,Potter
Miami,TX,Roberts
Mobeetie,TX,Wheeler
Morse,TX,Hansford
Nazareth,TX,Castro
Olton,TX,Lamb
Pampa,TX,Gray
Panhandle,TX,Carson
Perryton,TX,Ochiltree
Plainview,TX,Hale
Samnorwood,TX,Collingsworth
Sanford,TX,Hutchinson
Shamrock,TX,Wheeler
Skellytown,TX,Carson
Spearman,TX,Hansford
Springlake,TX,Lamb
Stinnett,TX,Hutchinson
Stratford,TX,Sherman
Summerfield,TX,Castro
Sunray,TX,Moore
Texline,TX,Dallam
Tulia,TX,Swisher
Umbarger,TX,Randall
Vega,TX,Oldham
Waka,TX,Ochiltree
Wayside,TX,Armstrong
Wellington,TX,Collingsworth
Wheeler,TX,Wheeler
White Deer,TX,Carson
Wildorado,TX,Oldham
Amarillo,TX,Potter
Childress,TX,Childress
Afton,TX,Dickens
Aiken,TX,Floyd
Cee Vee,TX,Cottle
Chillicothe,TX,Hardeman
Clarendon,TX,Donley
Crowell,TX,Foard
Dickens,TX,Dickens
Dodson,TX,Collingsworth
Dougherty,TX,Floyd
Estelline,TX,Hall
Flomot,TX,Motley
Floydada,TX,Floyd
Guthrie,TX,King
Hedley,TX,Donley
Lakeview,TX,Hall
Lelia Lake,TX,Donley
Lockney,TX,Floyd
Mcadoo,TX,Dickens
Matador,TX,Motley
Memphis,TX,Hall
Odell,TX,Wilbarger
Paducah,TX,Cottle
Petersburg,TX,Hale
Quail,TX,Collingsworth
Quanah,TX,Hardeman
Quitaque,TX,Briscoe
Roaring Springs,TX,Motley
Silverton,TX,Briscoe
South Plains,TX,Floyd
Tell,TX,Childress
Turkey,TX,Hall
Abernathy,TX,Hale
Amherst,TX,Lamb
Anton,TX,Hockley
Bledsoe,TX,Cochran
Brownfield,TX,Terry
Bula,TX,Bailey
Crosbyton,TX,Crosby
Denver City,TX,Yoakum
Enochs,TX,Bailey
Farwell,TX,Parmer
Fieldton,TX,Lamb
Idalou,TX,Lubbock
Justiceburg,TX,Garza
Lamesa,TX,Dawson
Levelland,TX,Hockley
Littlefield,TX,Lamb
Loop,TX,Gaines
Lorenzo,TX,Crosby
Maple,TX,Bailey
Meadow,TX,Terry
Morton,TX,Cochran
Muleshoe,TX,Bailey
New Deal,TX,Lubbock
Odonnell,TX,Lynn
Pep,TX,Hockley
Plains,TX,Yoakum
Post,TX,Garza
Ralls,TX,Crosby
Ropesville,TX,Hockley
Seagraves,TX,Gaines
Seminole,TX,Gaines
Shallowater,TX,Lubbock
Slaton,TX,Lubbock
Ransom Canyon,TX,Lubbock
Smyer,TX,Hockley
Spade,TX,Lamb
Spur,TX,Dickens
Sudan,TX,Lamb
Sundown,TX,Hockley
Tahoka,TX,Lynn
Tokio,TX,Terry
Welch,TX,Dawson
Wellman,TX,Terry
Whiteface,TX,Cochran
Whitharral,TX,Hockley
Wilson,TX,Lynn
Wolfforth,TX,Lubbock
New Home,TX,Lynn
Lubbock,TX,Lubbock
Anson,TX,Jones
Aspermont,TX,Stonewall
Avoca,TX,Jones
Baird,TX,Callahan
Benjamin,TX,Knox
Blackwell,TX,Nolan
Buffalo Gap,TX,Taylor
Clyde,TX,Callahan
Coahoma,TX,Howard
Colorado City,TX,Mitchell
Dunn,TX,Scurry
Fluvanna,TX,Scurry
Girard,TX,Kent
Goldsboro,TX,Coleman
Hamlin,TX,Jones
Haskell,TX,Haskell
Hawley,TX,Jones
Hermleigh,TX,Scurry
Ira,TX,Scurry
Jayton,TX,Kent
Knox City,TX,Knox
Lawn,TX,Taylor
Loraine,TX,Mitchell
Lueders,TX,Jones
Mc Caulley,TX,Fisher
Maryneal,TX,Nolan
Merkel,TX,Taylor
Nolan,TX,Nolan
Novice,TX,Coleman
O Brien,TX,Haskell
Old Glory,TX,Stonewall
Ovalo,TX,Taylor
Roby,TX,Fisher
Rochester,TX,Haskell
Roscoe,TX,Nolan
Rotan,TX,Fisher
Rule,TX,Haskell
Snyder,TX,Scurry
Stamford,TX,Jones
Sweetwater,TX,Nolan
Sylvester,TX,Fisher
Trent,TX,Taylor
Tuscola,TX,Taylor
Tye,TX,Taylor
Westbrook,TX,Mitchell
Wingate,TX,Taylor
Winters,TX,Runnels
Abilene,TX,Taylor
Dyess AFB,TX,Taylor
Midland,TX,Midland
Ackerly,TX,Dawson
Andrews,TX,Andrews
Balmorhea,TX,Reeves
Barstow,TX,Ward
Big Spring,TX,Howard
Coyanosa,TX,Pecos
Crane,TX,Crane
Forsan,TX,Howard
Fort Davis,TX,Jeff Davis
Fort Stockton,TX,Pecos
Gail,TX,Borden
Garden City,TX,Glasscock
Girvin,TX,Crane
Goldsmith,TX,Ector
Grandfalls,TX,Ward
Imperial,TX,Pecos
Iraan,TX,Pecos
Kermit,TX,Winkler
Knott,TX,Howard
Lenorah,TX,Martin
Mc Camey,TX,Upton
